business_id,labels
16145,1 2 3 4 5 6  8
16153,1 2   5   8
163jv,1 2 3  5 6
164ok,1 2 3  5 6
169vn,1 2   5 6  8
16chm,1  3  5 6  8
16l5s,2 3  5 6  8
16m1r,1 2   5   8
16o2x,3  5 6  8
1757b,5 6  8
175ez,1 2   5 6  8
17ctg,1 2 3  5 6  8
17lt8,1 2 3  5 6
17pb7,1 2   5 6
17qtl,1    5 6  8
17r96,1    5 6  8
17w4d,1 2  4 5 6  8
17wka,2 3  5 6  8
17ymz,1 2 3  5 6
182ao,1 2   5 6  8
188mq,1 2   5 6  8
18b3y,1 2   5 6  8
18cak,1 2   5 6  8
18iem,1 2 3  5 6
18ljz,2   5 6  8
18r62,5 6  8
18uq1,3  5 6  8
19bod,1 2    6  8
19c32,2 3  5 6  8
19f70,1 2 3  5 6  8
19ga6,1 2   5 6  8
19pgl,3   6  8
19sm5,1  3  5 6  8
1a01j,5 6  8
1a6qc,2 3  5 6  8
1a9dn,1 2   5 6  8
1a9jq,5 6  8
1aeys,3  5 6
1aizo,1  3  5 6  8
1andp,2 3  5 6  8
1anvj,1 2   5 6
1aq6n,1 2   5 6  8
1aywh,1 2 3  5 6  8
1b0u4,2   5   8
1bb6q,2 3  5 6  8
1bdpm,5   8
1bg2i,3   6  8
1biy5,1 2   5 6
1bmle,1 2   5 6  8
1bzhj,2 3  5 6  8
1c3sl,1 2 3  5 6  8
1c4ak,6  8
1c5p2,3  5 6  8
1ca1k,5 6  8
1cajm,1 2   5 6  8
1ceoc,1  3  5 6  8
1cnr4,5 6  8
1cp6q,1  3  5 6  8
1cqlh,5 6  8
1d1vg,2 3  5 6  8
1d3im,2   5 6  8
1db08,3  5 6  8
1dcev,1 2 3  5 6  8
1dfyw,2   5 6  8
1di7s,5 6  8
1dk14,5 6  8
1dm5g,1 2 3  5 6
1do0d,2 3  5 6
1dsri,5 6  8
1e2pk,5 6  8
1e34p,3  5 6  8
1ec43,1 2 3  5 6  8
1ekse,1  3  5 6  8
1eogb,5 6  8
1eqn4,1  3  5 6  8
1f3xl,1    5 6  8
1f4sk,1 2   5 6  8
1f5ex,1  3   6  8
1f8kz,3  5 6 7 8
1f99i,2 3  5 6  8
1f9nm,1    5 6  8
1fbqh,1 2    6  8
1fg2d,1 2 3  5 6 7 8
1fi4u,1  3  5 6  8
1fjj2,8
1fkf8,1  3  5 6  8
1fpvt,5 6  8
1gg00,1    5 6 7
1gnvj,8
1gozl,1  3  5 6
1gqze,1  3  5 6
1h4vx,0 1 2   5 6  8
1h9m0,1 2  4 5 6
1hgih,1    5 6  8
1hig5,3  5 6  8
1hu0r,1 2 3  5 6
1hv8u,1 2   5 6  8
1i4bi,1 2   5 6  8
1iaz6,1 2   5 6  8
1icrn,1 2   5 6  8
1id5n,6  8
1ifxf,1    5 6  8
1iktw,3  5 6  8
1iuux,2 3  5 6  8
1iz4c,5 6  8
1j2g2,5 6  8
1jetm,2   5   8
1jfje,6  8
1jhd4,2 3  5 6  8
1jik6,2   5 6
1jlh9,2 3   6  8
1jlrm,1    5 6
1jmp4,1  3  5 6  8
1jrct,2 3  5 6  8
1jvo5,3  5 6  8
1jvqu,1 2 3  5 6  8
1k3v3,2 3  5 6  8
1k8ru,1 2 3  5 6  8
1k9gq,5 6  8
1kr59,1  3  5 6  8
1kw5i,1 2   5 6
1kw6g,2   5 6
1kwj3,5 6  8
1kxqu,5 6  8
1l72d,1 2 3  5 6  8
1la8k,2 3  5 6  8
1lbe9,2   5 6  8
1lcof,2   5 6  8
1lhhv,3  5 6  8
1lneo,1  3  5 6  8
1lnzk,1 2   5 6  8
1ltns,1 2   5 6
1lvgn,1 2   5 6  8
1ly64,1 2 3  5 6  8
1lyyo,1 2   5 6  8
1mb6s,1 2   5 6  8
1me67,1 2 3  5 6
1moxe,3   6  8
1mqg0,1 2   5 6  8
1mu0b,5 6
1mwwj,2   5 6  8
1n9ss,2  4 5 6  8
1n9zg,2 3  5 6
1nbbh,1 2 3 4 5 6  8
1nd86,0  2 3  5 6  8
1nlp7,0     5 6  8
1nnvp,2    6  8
1npai,5 6  8
1nr5r,1 2   5 6  8
1nsa9,1    5 6  8
1oci4,2   5 6  8
1odko,3  5 6  8
1oevl,2   5 6  8
1olou,1  3  5   8
1ooqj,3  5 6  8
1osph,1 2 3  5 6  8
1ovby,5 6  8
1oveb,6  8
1p4rg,0   3  5 6  8
1pdge,3   6  8
1phyf,5 6  8
1pj73,6  8
1pj8b,1    5 6  8
1pk3p,3  5 6  8
1pkme,2   5 6  8
1ppq2,0  2 3     8
1pqox,1 2 3  5 6 7 8
1ps9h,3  5 6  8
1q0ls,3  5 6  8
1q4qk,1 2   5 6  8
1q6je,1 2 3  5 6  8
1qoat,1 2 3 4 5 6
1qrdw,1 2   5 6  8
1qyq7,1 2 3  5 6  8
1r8xp,1 2   5   8
1rdjf,2   5 6  8
1red8,2   5 6  8
1rhp2,2    6
1rju5,2   5 6
1rsa5,5 6  8
1ruq0,3  5 6  8
1sdbh,1  3  5 6  8
1sf7p,3  5 6  8
1snie,1 2 3  5 6  8
1stpo,2 3  5 6  8
1t6tb,1 2 3  5 6  8
1t8wu,0   3     8
1ta3y,2 3  5 6  8
1tgnj,1 2   5 6  8
1to59,1 2 3  5 6 7 8
1tp9i,1 2 3   6  8
1tpmp,1 2   5 6  8
1tpqe,2 3  5 6  8
1tq1t,1 2   5 6  8
1u679,1 2   5 6
1u8ar,1    5 6  8
1u8dz,5 6  8
1uc9e,1 2 3  5 6  8
1ucp9,2 3     8
1ugnb,2 3  5 6  8
1uk1n,1 2   5 6
1um2k,5 6  8
1uq1s,1 2 3  5 6  8
1uyqo,2 3  5 6
1v5c0,1 2 3  5 6  8
1v6dv,1 2 3  5 6  8
1v7b5,1 2 3  5 6  8
1va5w,3  5 6  8
1vi4a,5 6  8
1w2d3,5 6
1w45u,6  8
1w7x4,5 6
1we82,2 3  5 6  8
1wevr,2 3  5 6  8
1wlmv,1  3  5 6
1wmxi,5 6  8
1wpjf,1  3  5 6  8
1wt2q,1 2 3  5
1wtez,6  8
1wtnl,2 3  5 6  8
1wuyt,3  5 6  8
1wvv4,1 2 3  5 6  8
1xa0x,2   5 6  8
1xelt,3  5 6  8
1xgc0,3  5 6  8
1xt3a,3  5 6  8
1y6kr,2 3  5 6  8
1yfkb,5 6  8
1yftp,1 2 3  5 6  8
1yht9,2 3  5 6  8
1yirp,3  5 6  8
1yppr,1 2 3  5 6  8
1z3sk,5 6  8
1z9c6,3  5 6  8
1za4p,1 2 3 4 5 6
1zf3m,2   5   8
1zfvn,5 6  8
1zjuy,3  5 6  8
1zngh,3  5 6
1zpzs,2  4 5 6 7 8
1zqhe,5 6  8
1zuh9,2   5 6  8
202i6,3  5 6  8
207ue,0   3  5 6  8
209b2,2   5 6  8
20b8p,2      8
20frc,1 2 3  5 6  8
20hsy,5 6  8
20icp,1    5 6  8
20nk1,2 3  5   8
20ukp,3  5 6  8
20uu8,5 6  8
20xc6,6  8
215s9,2   5 6  8
21l58,5 6  8
21qgl,1 2 3  5 6  8
21smj,1    5 6  8
222in,2 3  5 6  8
222va,1 2   5 6  8
2275p,3  5   8
22ibt,1 2   5 6  8
22oiz,2 3  5   8
22tj0,1    5 6  8
22z8w,3   6  8
2350j,2 3  5 6  8
2352y,1 2 3  5 6
23dbq,1 2 3  5 6  8
23dpa,2    6  8
23ual,1 2   5 6  8
23z2e,1  3  5 6  8
242te,1 2 3  5 6
249oh,5 6  8
24g3m,1  3  5 6 7
24q28,5 6  8
24scj,3  5 6  8
24x3f,1 2 3  5 6
253fx,2 3  5 6  8
258tz,0 1 2 3  5 6  8
25dvk,1 2   5 6  8
25f99,1 2   5 6  8
25gby,3  5 6  8
25nyb,3 4 5   8
25to6,1 2   5 6
25uou,1 2 3  5 6  8
25vxy,1     6  8
25yf1,0  2 3  5 6  8
26165,1 2 3  5 6
263ky,5 6  8
2653a,2 3  5 6  8
26ren,1  3  5 6  8
26spn,0     5 6  8
26yii,0   3  5 6 7 8
26ysm,1 2 3  5 6
26zdr,1 2   5 6  8
27002,5 6  8
271r3,1 2 3  5 6  8
273hy,1 2 3  5 6
279pd,1    5   8
27hty,2    6  8
27lj4,1 2   5 6  8
27rwo,1 2 3  5 6  8
27trb,1 2 3  5 6
27v5m,5 6  8
282os,5 6  8
29bln,2   5 6  8
29fdd,1 2   5 6  8
29fu7,1 2   5 6
29lbo,1 2   5 6  8
29lbs,1 2   5 6
29pjd,2   5 6  8
29vk2,5 6  8
29wh3,5 6  8
2a06s,1 2   5 6  8
2a7ng,2 3  5 6  8
2acak,2   5 6  8
2acuw,3  5 6  8
2aczx,2 3  5 6  8
2afxe,1 2 3  5 6  8
2axb1,2 3  5 6  8
2axyo,3  5 6  8
2b12o,3   6  8
2b5z7,2    6  8
2bc5v,6  8
2bib3,1 2 3  5 6  8
2bk9j,1  3  5 6  8
2bmxs,2 3  5 6  8
2bsuh,0  2 3  5 6  8
2bu0l,0 1 2 3  5 6  8
2bul4,1 2 3  5 6  8
2bxje,2   5 6  8
2c88y,1 2 3  5 6  8
2cdtu,3  5 6  8
2cij2,1 2 3  5 6 7 8
2crs5,2   5 6  8
2ctxo,2 3  5 6  8
2cu1k,3  5 6  8
2cyqd,2 3  5 6  8
2dce8,1  3  5 6  8
2ddub,5 6  8
2dh1w,5 6  8
2dpse,2 3  5 6  8
2dxy7,2 3  5 6  8
2e0ln,1 2   5 6  8
2e84u,2    6  8
2ehyg,1 2 3 4 5 6  8
2ezcs,1  3  5 6  8
2f2ty,2 3  5   8
2f6zq,1 2 3  5 6  8
2fcma,0 1 2 3  5 6  8
2fkxy,1  3  5 6  8
2fmea,3  5 6  8
2fqx7,1 2 3  5 6  8
2frag,1 2 3  5 6  8
2ft9g,2   5   8
2fthl,1 2   5 6  8
2g18k,2   5 6  8
2g2yf,1 2 3  5   8
2g4bm,5 6  8
2gcw8,1 2   5 6  8
2ggft,6  8
2glba,1 2   5 6  8
2grk0,0 1  3   6  8
2h44q,5  7 8
2h731,1 2 3  5 6
2hc70,1 2 3  5 6  8
2hdsd,1 2   5 6  8
2hk1v,1 2 3  5 6  8
2hq3j,1  3  5 6  8
2hth7,1  3   6  8
2hx1g,2   5 6  8
2i2gf,2 3  5 6
2i3j3,1 2   5 6
2i5yw,2 3  5 6 7
2idw2,1 2 3  5 6  8
2if6u,1  3   6  8
2ikxe,1 2 3  5 6
2in4v,1 2 3  5 6
2iqc4,1 2 3 4 5 6  8
2iqnk,0 1    5 6  8
2iqvb,1 2 3  5 6  8
2is66,2   5 6  8
2iwih,1 2   5 6
2iwjf,1  3  5 6  8
2j4ff,1 2 3  5 6
2j5p0,1 2   5   8
2j9qa,6  8
2jgav,5 6  8
2jk4n,5 6  8
2jm5n,1 2  4 5 6
2jspw,0  2   5 6  8
2juja,1    5 6  8
2jw3q,1 2 3  5 6  8
2jxew,5 6  8
2k8rb,1 2   5 6  8
2km2h,1 2   5 6
2kqse,1 2   5 6  8
2kswt,0  2 3  5 6  8
2kvvx,3   6  8
2kwq7,5   8
2l2fz,1 2   5 6  8
2lho0,3   6  8
2llnt,6  8
2ltfz,1 2 3  5 6  8
2lym1,2   5 6  8
2m196,1 2    6  8
2m231,1 2   5 6
2mjkr,1 2   5 6
2mlt3,1 2    6
2mm8y,5 6  8
2n4fu,3  5 6  8
2n9gy,2   5 6  8
2nrrq,2 3  5 6  8
2nt7j,2 3  5 6  8
2oacw,2   5 6  8
2okij,1    5 6  8
2ox8u,2    6  8
2ozhc,0   3  5 6  8
2p0il,1    5   8
2p4vg,2 3  5 6
2p6vt,6  8
2p8ss,2   5 6  8
2pb9l,3  5 6
2pjl8,0   3  5 6  8
2pnu5,1    5 6  8
2prpb,2 3  5 6  8
2pwiz,1 2   5 6  8
2q08n,1 2 3  5 6  8
2q2ll,1 2    6  8
2q6qi,3  5 6  8
2qa5e,5 6  8
2qjmm,0     5   8
2r5xw,5   8
2r9ir,1 2   5 6  8
2rbmi,5 6  8
2rfh1,1 2 3  5 6  8
2rmv6,5 6  8
2rs7b,1     6  8
2ru96,2   5 6  8
2rv7z,5 6  8
2rwpd,1    5 6  8
2s0fu,3  5 6  8
2s2ha,0  2 3   6  8
2s9i5,5 6  8
2sf9c,3  5 6
2smnw,2   5 6  8
2sp1s,3  5 6  8
2sq9e,1 2   5 6
2sr8w,1 2  4 5 6  8
2srhx,0 1     6  8
2t06z,2 3  5 6  8
2t86y,3  5 6  8
2t9m4,1 2   5 6
2tse9,0   3  5 6  8
2tso7,1 2   5 6 7
2u6qe,1 2   5 6  8
2u8ew,1    5 6  8
2u9ky,1 2   5 6
2ufja,1 2   5 6  8
2uj1k,2   5 6  8
2uo1d,0   3  5 6  8
2ut5c,2   5 6  8
2uzp8,1 2   5 6  8
2vtfz,1 2   5 6  8
2vxcc,1 2   5 6  8
2w0il,1 2 3  5 6  8
2w3s8,2   5 6  8
2w9fc,5 6  8
2w9im,3  5 6  8
2wa83,1 2 3  5 6  8
2wbil,2 3  5 6  8
2wcdy,1 2   5 6  8
2wd4x,2   5 6  8
2xcg2,1    5 6  8
2xddl,3  5 6  8
2xl0h,2   5 6  8
2xu0t,2   5 6  8
2xw52,2 3  5 6  8
2y2rp,3  5 6  8
2yauf,1 2   5 6
2ybxd,3  5 6  8
2yeud,1  3   6  8
2yfj8,0     5 6  8
2yjze,2 3  5 6  8
2ykgp,1 2 3  5 6  8
2ymiz,2   5 6  8
2ymov,5 6  8
2ywgu,3  5 6
2yzg4,1  3  5 6  8
2zb85,2   5 6  8
2zhhk,0     5 6  8
2zkot,0     5 6  8
2zup2,8
2zxk3,1 2 3  5 6  8
30a4w,0     5 6  8
30cyu,1    5 6  8
30mrn,1 2 3  5 6
30qm8,1    5 6  8
30rgq,5 6  8
30sn8,1    5 6  8
312zd,5 6  8
31578,1 2   5 6  8
31f52,5 6  8
31ghu,1    5 6  8
31gux,1    5 6  8
31ikl,3  5 6  8
31jvz,6  8
31n0s,1    5 6  8
31qr1,2   5 6
31xwa,1    5 6  8
31y16,2 3  5 6  8
321ey,3  5   8
32m06,5 6  8
32my8,2   5 6  8
32rak,0 1 2   5 6  8
3312z,0     5 6  8
33cmf,5 6  8
33f85,1 2 3  5 6  8
33p3w,5 6  8
33pkk,2   5 6  8
344q5,1 2   5 6  8
346um,1 2 3  5 6  8
34d5s,3  5 6  8
34hdl,3  5 6  8
34i42,1    5 6  8
34kyx,3  5 6  8
34utl,1 2   5 6  8
34vp7,1 2   5 6  8
34w54,2    6  8
350m1,2   5 6  8
352iu,2   5 6  8
357kz,1 2   5 6  8
3580p,1 2 3  5 6
35dol,2 3  5 6  8
361ze,1     6  8
36btp,3   6  8
36gec,1 2   5 6  8
36rec,2   5 6  8
36uyl,1  3  5 6  8
370k3,2 3  5 6  8
374nr,1 2   5 6  8
376an,1 2 3  5 6
37b21,1  3  5 6  8
37biw,1 2 3  5 6  8
37if9,2 3   6  8
37k5h,1 2   5 6  8
380gw,1 2   5
383jc,2   5 6  8
3867q,1 2   5 6  8
388lp,1    5 6  8
389dd,2   5 6  8
38b73,0 1 2   5 6
38ije,2 3  5 6  8
38jfw,2 3  5 6  8
38lwf,2   5 6  8
394o5,3  5 6  8
39aji,0   3   6  8
39da0,0  2 3  5 6  8
39e4c,1 2   5 6  8
39gcr,0 1 2   5 6  8
39hup,1 2   5 6  8
39ie0,1  3  5 6  8
39sxz,2   5 6  8
3a4wc,1 2   5 6
3abm9,2   5 6
3acri,1  3  5 6  8
3aebl,1 2   5 6
3amll,2 3  5 6  8
3aonv,1     6  8
3aq9z,1 2 3  5 6  8
3az75,1 2   5 6  8
3b0bd,3  5 6  8
3b38w,0 1  3  5 6  8
3c1yc,3  5 6  8
3c9si,2    6
3clst,1 2   5 6
3cpeo,1  3  5 6  8
3d1cw,1 2   5 6  8
3d4ec,1 2   5 6
3d4yz,2 3  5 6  8
3d5es,1 2   5 6 7
3da1b,2   5 6 7 8
3dgri,3   6  8
3dng5,5 6  8
3dnyh,2    6
3dtq0,1 2 3   6  8
3e3ov,5 6  8
3e7aa,3  5 6  8
3eb5l,5 6  8
3ekst,0  2 3   6  8
3eoj5,3  5   8
3exi9,6  8
3exv5,5 6  8
3ey33,2   5 6  8
3f459,2 3  5 6  8
3f89e,5 6  8
3fkav,1 2 3  5 6  8
3fr95,0     5 6  8
3fswv,0     5 6  8
3g3lt,5 6  8
3g63s,2 3  5 6  8
3gatb,6  8
3gc11,2 3  5 6  8
3ggkj,1     6  8
3gjcv,3  5 6  8
3gke3,1 2 3  5 6
3h1mv,1  3  5   8
3h8zc,5 6  8
3hcbc,3  5 6  8
3hi0o,2 3  5 6  8
3hr0u,2   5 6  8
3hss1,1 2 3  5 6  8
3hx0z,2 3  5 6
3i0lb,1 2  4 5 6  8
3i26e,1    5 6  8
3i2or,1     6 7 8
3i7w0,2   5 6 7 8
3iajk,1 2 3  5 6
3iiuk,0     5 6  8
3imha,3  5 6  8
3ipkg,5 6  8
3iqxk,1 2   5 6  8
3irvx,1 2 3  5 6  8
3ivad,0  2   5 6  8
3iy7g,1 2 3  5 6
3iymv,3  5 6  8
3j75n,1 2   5 6  8
3j8ta,2 3  5 6  8
3jcil,1 2 3  5 6  8
3jd77,3  5   8
3jdn8,2 3  5 6  8
3jfq7,3   6
3jhog,1 2   5 6  8
3jhq1,0  2 3  5 6  8
3jj09,3   6
3jmrd,3  5 6  8
3k44j,1 2 3  5 6  8
3k73e,0   3  5 6  8
3k8b1,1 2   5 6  8
3kklx,3   6  8
3knwe,1 2 3  5 6  8
3kr31,0      6  8
3kvyt,5 6  8
3kw0t,2   5 6  8
3kwl4,5 6  8
3l16a,0   3  5 6  8
3lbq5,1  3  5 6  8
3lbrj,5 6  8
3lc50,1  3  5 6  8
3lfzc,2 3   6  8
3lnc9,3  5   8
3lq1n,1 2 3  5 6  8
3lskm,0 1 2   5 6  8
3m2tp,3  5 6  8
3mbpn,1 2   5 6  8
3mc0u,1 2 3  5 6
3mgm3,2   5 6  8
3mh6y,1 2   5 6  8
3mhez,1 2 3  5 6  8
3mi5u,2 3  5 6  8
3mlkv,3  5 6  8
3n1bz,1    5   8
3n1vw,3  5 6  8
3n3ay,2 3  5 6  8
3n3w3,2   5 6  8
3nkeq,1 2 3  5 6  8
3nogw,5 6  8
3npq7,1       8
3nw71,6  8
3o0k1,1  3   6  8
3odrn,3  5 6  8
3oebi,1 2 3  5 6  8
