business_id,labels
0ey3w,1    5 6  8
0f3qk,5 6  8
0f46h,1 2  4 5 6  8
0f4hh,0  2   5 6
0fbnt,2   5 6  8
0fenh,1 2   5 6  8
0fo37,2   5 6  8
0frr7,1    5 6  8
0ftqi,2   5 6  8
0ftr0,5 6  8
0g47h,0     5 6  8
0gbv7,3  5 6  8
0ghm5,2   5 6  8
0gjgs,0 1    5 6  8
0gnbb,1 2 3  5 6  8
0gtmi,2 3  5 6 7 8
0gxlt,5 6  8
0h0hd,1    5 6  8
0h1a4,2 3  5 6  8
0h4wo,1 2 3  5 6  8
0h5qu,1 2   5 6
0h8d4,2   5 6  8
0h8d5,2   5 6  8
0hbpj,1 2   5 6
0hfot,1 2      8
0hlhs,2   5   8
0hqkx,2   5 6 7
0hr59,5 6  8
0hv5j,2 3   6  8
0hx8q,0   3  5 6  8
0hy2b,2 3  5 6  8
0hyg2,3  5 6 7 8
0i4yt,5 6  8
0i5sb,2   5 6  8
0ib7h,1 2   5 6  8
0iiax,2 3  5 6  8
0iimp,6  8
0il9j,1 2 3  5 6
0imrj,5 6  8
0imwn,3  5 6  8
0iuhw,1 2 3  5 6  8
0j2q7,5 6  8
0j8vu,1 2   5 6
0j8zu,0 1 2 3 4 5 6  8
0jbjh,3  5 6  8
0jc5r,3  5   8
0jc65,6  8
0jfku,1    5 6  8
0jiz6,0     5 6  8
0jty2,1 2 3  5 6
0jvh7,1  3  5 6  8
0k4ul,3   6  8
0ke39,3   6  8
0l70b,1 2   5 6  8
0la7t,1 2 3  5 6
0laj4,1  3  5 6  8
0llgh,1 2   5 6  8
0lmxz,0   3   6  8
0lyuo,1  3 4 5 6  8
0lz84,0  2   5 6  8
0m08q,2 3  5 6  8
0m3wj,1 2 3   6
0m7ri,5 6  8
0maca,1 2 3  5 6  8
0mmu4,1 2  4 5 6  8
0mreo,1 2 3  5 6
0n1ay,2   5 6
0n2m1,1 2 3  5 6  8
0n4nu,1 2  4 5 6  8
0n8do,1 2 3  5 6
0n8et,2   5   8
0n8t4,2 3  5 6  8
0nn94,3  5 6  8
0nq6o,6  8
0nq8g,1    5 6  8
0nr91,2   5 6
0nrue,5 6  8
0nyh7,0 1 2 3  5 6
0o9fn,1 2 3  5 6  8
0ob7h,2 3  5 6  8
0oi66,1 2   5 6  8
0okpg,1  3  5 6  8
0omun,2   5 6  8
0oq6q,1 2   5 6  8
0ov4f,2   5 6  8
0ox18,5 6  8
0p81n,5 6  8
0pac2,1 2   5 6  8
0pdq3,1 2 3  5 6
0phk2,2 3  5 6  8
0pmkh,1 2 3  5 6
0poig,1 2 3  5 6
0prxg,1 2 3  5 6  8
0pthg,3  5 6  8
0pwam,3 4 5 6  8
0q08m,1    5 6  8
0q2ua,2 3   6  8
0q3on,1    5 6  8
0q6bl,5 6  8
0qevl,2 3  5 6  8
0qj4g,0  2   5 6  8
0qy5h,1 2   5 6  8
0qz6n,1    5 6  8
0rc3e,0 1 2   5   8
0re2p,2   5 6  8
0rgkv,1 2 3  5 6
0rorx,1 2   5 6  8
0rq2p,1 2  4 5 6
0rqis,1  3  5 6  8
0ruub,6  8
0rzi7,1    5 6  8
0s3z5,1 2   5 6
0s7wm,2 3  5 6  8
0s8h6,0      6  8
0s9nf,1 2 3   6  8
0scv4,1    5   8
0shj8,1  3 4 5 6 7 8
0stwm,1 2   5 6  8
0svix,1 2   5 6 7 8
0swcw,3  5 6  8
0swrj,1 2 3  5 6
0t34n,1 2 3  5 6  8
0t3cj,5 6  8
0t3ix,1     6  8
0t6ke,2   5 6 7 8
0tabm,2 3  5 6  8
0tc9p,1  3  5 6  8
0tqv0,5 6  8
0trt0,2 3  5 6  8
0tudg,0  2   5 6  8
0u1l6,0 1 2 3  5 6  8
0u8hj,1 2 3  5 6  8
0ugkn,1 2   5 6  8
0uhqx,0 1 2   5 6  8
0ulsw,5 6  8
0unkr,1     6  8
0uv14,3  5
0v1p7,1 2 3  5 6  8
0v6gl,2   5 6  8
0v8j8,1 2   5 6 7 8
0vd8s,1 2   5 6  8
0vre2,5 6  8
0vtru,3  5 6  8
0w01d,1 2   5 6  8
0w67f,6
0w6cx,1     6  8
0wkxz,2 3  5 6  8
0wn4d,0 1 2   5 6  8
0wof6,1 2 3  5 6  8
0wuwu,1 2 3  5 6  8
0wxz7,5 6  8
0wyma,2 3  5 6  8
0x908,1 2 3  5 6  8
0x9my,1 2 3 4 5 6  8
0xbc6,5 6  8
0xg8y,2   5 6  8
0xn17,3  5 6
0xnm9,1  3  5 6  8
0xo8z,1     6
0xveu,1  3  5 6  8
0y2o3,1     6  8
0ycld,2   5 6  8
0yhrn,2   5 6  8
0yqq9,3  5 6  8
0z01d,3  5   8
0z57b,1 2   5 6
0z5ry,1 2   5 6  8
0z6vo,2   5 6  8
0zb7e,1 2   5 6  8
0zg3y,3  5 6  8
0zrov,1 2 3  5 6  8
0zzlg,6  8
102f2,2   5 6
103ir,1 2 3  5 6
10drp,1 2   5 6  8
10p5u,1 2 3  5 6  8
10wjv,2   5 6 7 8
10xh1,1  3  5 6  8
10z4d,2 3  5  7
1105p,3  5 6  8
113vs,2   5 6  8
118bv,1  3  5 6
118ux,1 2    6  8
11aib,0  2   5 6  8
11gpr,0  2 3  5 6  8
11ioq,1    5 6
11m2v,2   5 6  8
11oi1,0      6  8
11sk5,1  3 4 5 6 7 8
11uii,2 3  5 6
122v6,0     5 6  8
123w4,1 2 3  5 6  8
1263s,3  5 6  8
12mex,1 2 3  5 6  8
12p62,5 6  8
12q8i,6  8
131go,3  5 6  8
13frb,2   5 6  8
13fw1,1 2    6 7 8
13jt0,5 6  8
13kjn,0     5 6  8
13nuw,3  5 6 7
13qgp,1    5 6  8
13wxb,3  5 6  8
144vd,1 2   5 6  8
149zx,1 2   5
14ipn,8
14m5f,1 2   5 6
14zfw,1  3  5 6  8
152yz,2   5 6  8
155ip,2 3  5 6  8
1584k,5 6  8
15918,
15a44,1 2 3  5 6  8
15dh9,1 2   5 6  8
15k7r,0 1  3  5 6  8
15ofc,1 2 3  5 6
15qyl,1 2 3  5 6  8
15tqa,5 6  8
16145,1 2 3 4 5   8
16153,2   5   8
163jv,2 3  5 6  8
164ok,1 2 3  5 6
169vn,1 2   5 6  8
16chm,1 2 3 4 5 6  8
16l5s,3  5 6  8
16m1r,1 2   5 6  8
16o2x,1 2 3  5 6  8
1757b,5 6  8
175ez,2   5 6  8
17ctg,1 2 3  5 6 7 8
17lt8,2 3  5 6
17pb7,1 2   5 6  8
17qtl,1 2  4 5 6  8
17r96,1 2   5 6  8
17w4d,1   4 5 6 7 8
17wka,1 2 3  5 6  8
17ymz,1 2 3  5 6
182ao,1 2   5 6  8
188mq,1 2   5 6  8
18b3y,1 2   5 6  8
18cak,1 2  4 5 6  8
18iem,2 3  5 6
18ljz,2   5 6  8
18r62,1    5 6  8
18uq1,1 2   5 6  8
19bod,1  3  5 6  8
19c32,3  5 6  8
19f70,2 3  5 6  8
19ga6,1 2    6  8
19pgl,4  6  8
19sm5,1 2   5 6  8
1a01j,5 6  8
1a6qc,2 3  5 6  8
1a9dn,1    5 6  8
1a9jq,2   5 6  8
1aeys,2 3  5 6
1aizo,3  5 6  8
1andp,2 3  5 6  8
1anvj,2 3  5 6  8
1aq6n,1 2 3  5 6  8
1aywh,1 2 3  5 6  8
1b0u4,5   8
1bb6q,5 6  8
1bdpm,5
1bg2i,0     5 6  8
1biy5,1 2   5 6  8
1bmle,1 2  4 5 6  8
1bzhj,1 2 3  5 6  8
1c3sl,1  3  5 6  8
1c4ak,3   6  8
1c5p2,5 6  8
1ca1k,1    5 6  8
1cajm,0 1 2  4 5 6
1ceoc,1 2   5 6  8
1cnr4,5 6  8
1cp6q,1     6  8
1cqlh,2   5 6  8
1d1vg,2 3  5 6  8
1d3im,1 2   5 6  8
1db08,3  5 6  8
1dcev,1 2 3  5 6  8
1dfyw,1    5 6 7 8
1di7s,5 6  8
1dk14,5 6  8
1dm5g,1 2 3  5 6
1do0d,3  5 6
1dsri,1     6  8
1e2pk,1    5 6  8
1e34p,3   6  8
1ec43,1 2 3  5 6  8
1ekse,1 2 3  5 6  8
1eogb,5 6  8
1eqn4,1 2  4 5 6  8
1f3xl,0 1 2   5 6  8
1f4sk,1    5 6
1f5ex,1 2 3   6 7 8
1f8kz,5  7 8
1f99i,5   8
1f9nm,3  5 6  8
1fbqh,1  3  5 6  8
1fg2d,1 2 3  5 6  8
1fi4u,2 3  5 6  8
1fjj2,5   8
1fkf8,2 3  5 6  8
1fpvt,5 6  8
1gg00,1 2   5 6 7
1gnvj,0  2   5   8
1gozl,1  3  5 6  8
1gqze,1 2 3  5 6
1h4vx,1 2      8
1h9m0,1 2   5 6
1hgih,1 2   5 6  8
1hig5,5   8
1hu0r,2 3  5 6  8
1hv8u,1    5 6  8
1i4bi,2 3  5 6  8
1iaz6,2 3  5 6  8
1icrn,1 2   5 6  8
1id5n,1     6  8
1ifxf,1    5 6  8
1iktw,1  3  5 6  8
1iuux,3  5 6  8
1iz4c,6
1j2g2,6  8
1jetm,8
1jfje,3  5   8
1jhd4,2   5 6  8
1jik6,3  5 6  8
1jlh9,2 3  5 6  8
1jlrm,1    5 6  8
1jmp4,1 2 3  5 6  8
1jrct,1 2 3  5 6  8
1jvo5,2 3  5 6  8
1jvqu,2 3  5 6  8
1k3v3,1 2 3  5 6  8
1k8ru,1  3   6  8
1k9gq,3  5 6  8
1kr59,1  3  5 6  8
1kw5i,1 2   5 6
1kw6g,1 2 3  5 6  8
1kwj3,5 6  8
1kxqu,0      6  8
1l72d,1 2 3  5 6  8
1la8k,2 3  5 6  8
1lbe9,3  5 6  8
1lcof,1 2 3  5 6  8
1lhhv,3   6  8
1lneo,1  3  5 6  8
1lnzk,1 2 3  5 6  8
1ltns,2   5 6
1lvgn,1 2   5 6  8
1ly64,2   5 6 7 8
1lyyo,1  3  5 6 7
1mb6s,1 2   5 6  8
1me67,1 2 3  5 6
1moxe,3   6  8
1mqg0,1    5 6
1mu0b,5 6
1mwwj,1    5 6  8
1n9ss,2   5 6 7
1n9zg,3  5
1nbbh,1 2 3 4 5 6  8
1nd86,3  5 6  8
1nlp7,1    5 6  8
1nnvp,2 3  5 6  8
1npai,2   5 6  8
1nr5r,1    5 6  8
1nsa9,1    5 6 7 8
1oci4,2   5 6  8
1odko,5 6 7 8
1oevl,3  5 6  8
1olou,3  5   8
1ooqj,5 6  8
1osph,1 2 3  5 6  8
1ovby,5 6  8
1oveb,0     5 6  8
1p4rg,0      6  8
1pdge,3  5 6  8
1phyf,6  8
1pj73,1     6  8
1pj8b,6  8
1pk3p,1    5 6  8
1pkme,1 2   5 6  8
1ppq2,0 1  3  5   8
1pqox,1 2 3  5 6  8
1ps9h,0   3   6  8
1q0ls,0   3  5 6  8
1q4qk,2 3  5 6 7 8
1q6je,1 2 3  5 6  8
1qoat,1 2 3 4 5 6 7
1qrdw,2 3  5 6  8
1qyq7,1 2   5 6
1r8xp,0 1    5 6
1rdjf,2   5 6  8
1red8,2   5 6  8
1rhp2,5 6  8
1rju5,2   5 6  8
1rsa5,3  5 6  8
1ruq0,0   3  5 6  8
1sdbh,1 2 3  5 6  8
1sf7p,2 3   6  8
1snie,1  3  5 6  8
1stpo,3  5 6  8
1t6tb,0 1 2   5 6  8
1t8wu,0   3     8
1ta3y,2 3  5 6  8
1tgnj,1 2 3  5 6  8
1to59,1 2 3 4 5 6 7
1tp9i,1 2 3  5 6  8
1tpmp,2 3  5 6 7 8
1tpqe,2 3  5 6  8
1tq1t,1 2   5 6  8
1u679,1 2   5 6  8
1u8ar,1 2  4 5 6  8
1u8dz,1    5 6  8
1uc9e,1 2 3  5 6
1ucp9,0   3  5   8
1ugnb,2 3  5 6
1uk1n,1 2 3  5 6 7 8
1um2k,0     5 6  8
1uq1s,2 3  5 6  8
1uyqo,1  3  5  7
1v5c0,1 2   5 6  8
1v6dv,3  5 6  8
1v7b5,1 2   5 6  8
1va5w,5 6  8
1vi4a,5   8
1w2d3,5 6  8
1w45u,5 6  8
1w7x4,6  8
1we82,2   5 6  8
1wevr,2 3  5 6  8
1wlmv,1 2 3  5 6  8
1wmxi,5 6  8
1wpjf,3  5 6  8
1wt2q,1 2   5 6
1wtez,6  8
1wtnl,2 3 4 5 6  8
1wuyt,5   8
1wvv4,1 2 3 4 5 6  8
1xa0x,1 2   5 6  8
1xelt,8
1xgc0,3  5 6  8
1xt3a,3  5 6
1y6kr,2 3  5 6  8
1yfkb,5 6  8
1yftp,1  3  5 6 7 8
1yht9,3   6  8
1yirp,3  5 6  8
1yppr,1 2 3 4 5 6  8
1z3sk,5 6  8
1z9c6,3  5 6  8
1za4p,2 3  5 6
1zf3m,5 6  8
1zfvn,5 6  8
1zjuy,2 3  5 6  8
1zngh,3  5 6  8
1zpzs,1   4 5 6  8
1zqhe,2 3  5 6  8
1zuh9,5 6
202i6,5 6  8
207ue,0   3  5 6  8
209b2,1     6  8
20b8p,8
20frc,1  3  5 6  8
20hsy,5 6  8
20icp,1    5 6  8
20nk1,1    5 6  8
20ukp,8
20uu8,3  5 6  8
20xc6,5 6  8
215s9,1 2   5 6  8
21l58,5 6  8
21qgl,1  3  5 6 7
21smj,1    5 6  8
222in,5 6  8
222va,1 2 3  5 6
2275p,3  5 6  8
22ibt,1 2   5 6 7 8
22oiz,1  3  5 6  8
22tj0,1 2   5 6  8
22z8w,2 3  5   8
2350j,3   6  8
2352y,1 2 3  5 6
23dbq,2 3  5 6
23dpa,2   5 6  8
23ual,1 2   5 6  8
23z2e,1  3  5 6  8
242te,1 2 3  5 6  8
249oh,5 6  8
24g3m,1 2   5 6 7 8
24q28,5 6  8
24scj,2   5 6  8
24x3f,2 3  5 6
253fx,1 2 3  5 6  8
258tz,2 3  5 6  8
25dvk,1 2   5 6  8
25f99,3  5 6
25gby,3  5 6  8
25nyb,2 3   6  8
25to6,1 2   5 6
25uou,1    5 6  8
25vxy,5 6  8
25yf1,0 1  3  5
26165,1 2 3  5 6
263ky,5 6
2653a,2 3  5 6  8
26ren,2 3  5 6  8
26spn,3  5 6  8
26yii,0 1 2 3  5 6 7 8
26ysm,1 2   5 6
26zdr,1 2   5 6
27002,5 6  8
271r3,1 2 3  5 6  8
273hy,1 2 3  5 6
279pd,1     6  8
27hty,6  8
27lj4,1 2   5 6  8
27rwo,1 2 3  5 6  8
27trb,0 1 2 3   6
27v5m,5 6  8
282os,1 2   5 6
29bln,2   5 6  8
29fdd,0 1 2   5 6  8
29fu7,2   5 6
29lbo,1 2 3  5 6
29lbs,1 2 3  5 6  8
29pjd,2 3  5 6  8
29vk2,1    5 6  8
29wh3,1    5 6  8
2a06s,1 2   5 6  8
2a7ng,1 2 3  5 6  8
2acak,3  5 6  8
2acuw,1  3  5 6 7 8
2aczx,2 3  5 6  8
2afxe,2 3  5 6  8
2axb1,2 3  5 6  8
2axyo,3     8
2b12o,3  5 6  8
2b5z7,5 6  8
2bc5v,3   6  8
2bib3,3  5 6  8
2bk9j,1  3  5 6  8
2bmxs,1    5   8
2bsuh,2 3  5 6  8
2bu0l,0   3  5   8
2bul4,1  3  5 6  8
2bxje,6
2c88y,1 2 3   6  8
2cdtu,0   3  5   8
2cij2,1 2 3  5 6 7
2crs5,5 6  8
2ctxo,2   5 6 7 8
2cu1k,3  5 6  8
2cyqd,1 2   5 6
2dce8,2   5 6  8
2ddub,6  8
2dh1w,5 6  8
2dpse,2   5 6  8
2dxy7,1 2 3  5 6  8
2e0ln,2      8
2e84u,5 6  8
2ehyg,2 3 4 5 6  8
2ezcs,1 2 3  5 6  8
2f2ty,1 2 3  5 6
2f6zq,1 2 3  5 6  8
2fcma,0  2 3  5 6  8
2fkxy,3  5 6  8
2fmea,1 2 3  5 6  8
2fqx7,2   5 6  8
2frag,1  3  5 6
2ft9g,5 6  8
2fthl,1 2 3  5 6  8
2g18k,1 2   5 6  8
2g2yf,1 2   5 6 7 8
2g4bm,2   5 6  8
2gcw8,1 2   5 6  8
2ggft,6  8
2glba,1  3  5 6  8
2grk0,0   3  5 6  8
2h44q,1 2 3  5 6  8
2h731,2 3  5 6  8
2hc70,1 2 3  5 6  8
2hdsd,2 3  5 6  8
2hk1v,1 2   5 6  8
2hq3j,3   6  8
2hth7,1 2   5 6  8
2hx1g,1 2 3  5 6  8
2i2gf,2 3  5 6
2i3j3,1 2 3  5 6  8
2i5yw,1 2 3  5 6 7 8
2idw2,1 2 3 4 5 6  8
2if6u,1     6  8
2ikxe,1 2 3  5 6 7
2in4v,1 2 3  5 6
2iqc4,1 2 3  5 6  8
2iqnk,5 6  8
2iqvb,1 2 3  5 6  8
2is66,1 2 3  5 6  8
2iwih,2   5 6
2iwjf,0 1  3  5 6  8
2j4ff,1 2   5 6  8
2j5p0,1 2   5 6  8
2j9qa,2    6  8
2jgav,3  5 6  8
2jk4n,3     8
2jm5n,1 2   5 6  8
2jspw,2 3  5 6  8
2juja,3  5 6  8
2jw3q,1 2 3  5 6  8
2jxew,2   5 6  8
2k8rb,2 3  5 6  8
2km2h,2   5 6
2kqse,5 6  8
2kswt,0   3  5 6  8
2kvvx,3  5 6  8
2kwq7,2    6  8
2l2fz,2 3  5 6  8
2lho0,3   6  8
2llnt,6  8
2ltfz,1 2 3  5 6  8
2lym1,1 2   5 6  8
2m196,1  3  5 6  8
2m231,1 2   5 6
2mjkr,1    5 6  8
2mlt3,1 2   5 6
2mm8y,1    5 6  8
2n4fu,3  5 6  8
2n9gy,5 6  8
2nrrq,3  5 6  8
2nt7j,2 3  5 6  8
2oacw,2   5 6  8
2okij,1    5 6  8
2ox8u,1 2    6  8
2ozhc,0  2 3  5 6  8
2p0il,1 2   5   8
2p4vg,2 3  5 6  8
2p6vt,5 6  8
2p8ss,6  8
2pb9l,0 1  3  5 6  8
2pjl8,3  5 6  8
2pnu5,1    5 6  8
2prpb,1 2   5   8
2pwiz,1 2   5 6  8
2q08n,1 2    6  8
2q2ll,1 2 3  5 6  8
2q6qi,1  3  5 6  8
2qa5e,2 3  5 6  8
2qjmm,0   3  5   8
2r5xw,8
2r9ir,2   5 6  8
2rbmi,6  8
2rfh1,1 2 3  5 6  8
2rmv6,5 6  8
2rs7b,5 6  8
2ru96,2   5 6  8
2rv7z,3  5 6  8
2rwpd,1 2   5 6  8
2s0fu,3  5 6  8
2s2ha,3   6  8
2s9i5,2   5 6  8
2sf9c,2   5 6
2smnw,2   5 6  8
2sp1s,3  5   8
2sq9e,1 2 3  5 6
2sr8w,1 2 3 4 5 6  8
2srhx,0        8
2t06z,2 3   6  8
2t86y,3  5 6  8
2t9m4,1 2  4 5 6
2tse9,3   6  8
2tso7,1 2   5 6 7 8
2u6qe,1 2 3   6  8
2u8ew,1 2   5 6  8
2u9ky,1 2   5 6
2ufja,2   5
2uj1k,2   5 6  8
2uo1d,0   3  5 6  8
2ut5c,1 2   5 6  8
2uzp8,1 2   5 6  8
2vtfz,1 2  4 5 6  8
2vxcc,2   5 6  8
2w0il,1 2   5 6  8
2w3s8,2 3  5 6 7 8
2w9fc,2 3  5 6  8
2w9im,0   3  5 6  8
2wa83,1 2 3  5 6  8
2wbil,3  5 6  8
2wcdy,1 2 3  5 6  8
2wd4x,1    5 6  8
2xcg2,1    5   8
2xddl,1  3  5 6
2xl0h,6 7
2xu0t,1    5 6  8
2xw52,2   5 6  8
2y2rp,5 6  8
2yauf,2   5 6
2ybxd,3  5 6  8
2yeud,3   6  8
2yfj8,0   3  5 6  8
2yjze,2 3  5 6  8
2ykgp,1 2 3  5 6  8
2ymiz,5 6  8
2ymov,8
2ywgu,3   6  8
2yzg4,3   6  8
2zb85,2    6
2zhhk,0  2   5 6  8
2zkot,0      6  8
2zup2,5 6  8
2zxk3,0 1 2 3  5 6  8
30a4w,5 6  8
30cyu,1 2 3   6  8
30mrn,1 2 3  5 6
30qm8,1    5 6
30rgq,5 6  8
30sn8,1    5 6  8
312zd,6  8
31578,1 2   5 6  8
31f52,1 2   5 6  8
31ghu,5 6  8
31gux,5 6  8
31ikl,6  8
31jvz,0 1     6  8
31n0s,1 2 3  5 6  8
31qr1,3   6  8
31xwa,0 1    5 6
31y16,2 3 4  6
321ey,3  5 6  8
32m06,5 6  8
32my8,3  5 6  8
32rak,0  2   5 6  8
3312z,5 6  8
33cmf,5 6  8
33f85,1 2 3  5 6  8
33p3w,5 6
33pkk,0  2   5 6  8
344q5,1    5 6  8
346um,1 2 3  5 6  8
34d5s,3   6  8
34hdl,3  5 6  8
34i42,2   5 6  8
34kyx,2 3  5 6  8
34utl,1 2   5 6  8
34vp7,1 2   5 6 7 8
34w54,1    5 6  8
350m1,2    6  8
352iu,2   5 6  8
357kz,0     5 6  8
3580p,2   5 6
35dol,2    6  8
361ze,1    5 6  8
36btp,5   8
36gec,1 2   5 6  8
36rec,1    5 6  8
36uyl,0     5 6  8
370k3,3  5 6  8
374nr,1 2 3  5 6  8
376an,1 2 3  5 6 7 8
37b21,1 2   5 6  8
37biw,2 3  5 6  8
37if9,2    6  8
37k5h,1 2   5 6  8
380gw,1  3  5   8
383jc,5 6 7
3867q,2 3  5 6  8
388lp,1    5 6  8
389dd,2   5 6  8
38b73,1    5 6
38ije,5 6  8
38jfw,1 2 3  5 6  8
38lwf,2   5 6  8
394o5,2 3  5 6  8
39aji,0   3   6  8
39da0,0 1 2 3  5 6  8
39e4c,1    5 6  8
39gcr,2 3  5 6  8
39hup,1     6  8
39ie0,5 6  8
39sxz,2 3  5   8
3a4wc,2 3  5 6
3abm9,5 6  8
3acri,0  2 3  5 6  8
3aebl,1 2   5 6  8
3amll,2 3  5 6
3aonv,6  8
3aq9z,0 1 2 3  5 6
3az75,1 2  4 5 6 7 8
3b0bd,2 3  5 6  8
3b38w,0  2   5 6  8
3c1yc,3  5 6  8
3c9si,2   5 6
3clst,1 2 3 4 5 6  8
3cpeo,1  3  5 6  8
3d1cw,1 2   5 6  8
3d4ec,2 3  5 6  8
3d4yz,1 2   5 6  8
3d5es,5 6
3da1b,2 3  5 6 7 8
3dgri,3   6  8
3dng5,3  5 6  8
3dnyh,
3dtq0,2 3  5 6  8
3e3ov,5 6  8
3e7aa,2 3  5 6 7 8
3eb5l,2 3  5 6  8
3ekst,0   3  5   8
3eoj5,3  5 6  8
3exi9,6
3exv5,3  5 6  8
3ey33,1 2   5 6  8
3f459,2 3  5 6  8
3f89e,5 6  8
3fkav,1 2 3  5 6  8
3fr95,0  2 3     8
3fswv,0    4 5 6  8
3g3lt,5 6  8
3g63s,1 2 3  5 6 7 8
3gatb,1    5 6  8
3gc11,2 3  5 6  8
3ggkj,6  8
3gjcv,0   3  5 6  8
3gke3,1 2 3  5 6
3h1mv,1  3  5 6  8
3h8zc,1    5 6  8
3hcbc,3  5 6  8
3hi0o,0 1 2   5 6
3hr0u,1 2    6  8
3hss1,1 2 3  5 6  8
3hx0z,2   5 6 7
3i0lb,1 2   5 6  8
3i26e,5 6  8
3i2or,5 6 7 8
3i7w0,1 2   5 6  8
3iajk,1 2 3  5 6
3iiuk,6  8
3imha,1 2 3  5 6  8
3ipkg,1 2 3  5 6  8
3iqxk,1 2   5 6  8
3irvx,1 2 3  5 6
3ivad,1 2   5 6 7 8
3iy7g,1 2 3  5 6
3iymv,3  5 6  8
3j75n,1 2   5 6  8
3j8ta,2 3  5 6  8
3jcil,1 2 3   6
3jd77,0   3   6  8
3jdn8,2   5 6  8
3jfq7,3  5 6
3jhog,1 2 3  5 6
3jhq1,0  2 3  5 6  8
3jj09,3
3jmrd,3  5 6  8
3k44j,1 2   5 6  8
3k73e,0 1    5 6  8
3k8b1,1 2 3  5 6  8
3kklx,3  5 6  8
3knwe,1 2 3   6  8
3kr31,5 6  8
3kvyt,3  5 6  8
3kw0t,1 2   5 6  8
3kwl4,2   5 6  8
3l16a,3  5 6  8
3lbq5,1  3   6  8
3lbrj,5 6  8
3lc50,6  8
3lfzc,2 3   6  8
3lnc9,3  5 6  8
3lq1n,0 1 2 3  5 6  8
3lskm,0 1 2 3  5 6  8
3m2tp,3  5 6  8
3mbpn,1 2 3  5 6
3mc0u,1 2 3  5 6
3mgm3,5 6  8
3mh6y,1    5 6 7 8
3mhez,1 2 3  5 6  8
3mi5u,1 2   5 6  8
3mlkv,2   5 6  8
3n1bz,1    5   8
3n1vw,1  3  5 6  8
3n3ay,1 2  4 5 6  8
3n3w3,1 2   5 6  8
3nkeq,1 2 3  5 6
3nogw,5   8
3npq7,1  3     8
3nw71,3  5 6  8
3o0k1,1  3   6  8
3odrn,0   3  5 6  8
3oebi,1 2   5 6  8
